H1.1,H1.2,H2.1,H4.1,H6.1
IQGAP2,6,1,244,9,106
LOC101929109,0,0,0,0,0
F2RL2,0,0,1,0,2
NCRUPAR,0,0,0,0,1
F2R,6,2,146,39,20
F2RL1,0,1,13,22,83
S100Z,0,0,0,1,20
CRHBP,2,0,0,19,2
AGGF1,19,4,324,30,58
ZBED3,3,1,126,19,14
SNORA47,0,0,0,0,0
ZBED3-AS1,2,1,5,3,0
PDE8B,0,0,2,0,1
WDR41,12,4,247,41,67
OTP,0,0,0,0,0
TBCA,138,47,1916,291,1753
LOC101929154,0,0,0,0,0
AP3B1,13,2,225,26,63
SCAMP1-AS1,2,0,52,4,11
SCAMP1,11,5,137,12,44
LHFPL2,2,0,32,7,53
ARSB,0,1,33,1,18
DMGDH,0,0,0,1,1
BHMT2,0,0,0,0,0
BHMT,0,0,1,0,0
JMY,1,1,28,11,18
HOMER1,10,2,162,19,37
TENT2,3,0,48,9,25
CMYA5,0,0,9,3,4
LINC01455,0,0,0,0,0
MTX3,2,0,44,12,16
THBS4,1,0,10,1,0
CTD-2201I18.1,0,0,0,0,0
SERINC5,7,0,40,12,104
LOC644936,0,0,0,1,1
SPZ1,0,0,0,0,0
CRSP8P,0,0,0,0,0
ZFYVE16,15,0,174,21,34
FAM151B,0,0,9,2,2
ANKRD34B,0,0,0,0,2
LINC01337,0,0,1,0,0
DHFR,22,7,494,61,57
MTRNR2L2,3,0,34,3,7
MSH3,7,0,124,10,20
RASGRF2-AS1,0,0,1,0,0
RASGRF2,0,0,2,0,0
CKMT2,0,0,0,0,3
CKMT2-AS1,4,1,35,6,9
ZCCHC9,9,3,202,43,78
ACOT12,2,0,5,1,0
SSBP2,12,3,438,40,39
ATG10,6,1,120,18,50
RPS23,1757,424,18452,3645,8282
ATP6AP1L,0,1,15,4,1
MIR3977,0,0,0,0,0
LINC01338,0,0,1,0,0
TMEM167A,69,11,885,171,498
SCARNA18,0,0,0,0,0
XRCC4,3,2,87,17,40
VCAN,18,11,681,48,186
VCAN-AS1,0,0,0,0,0
HAPLN1,0,0,41,8,373
EDIL3,2,0,24,3,4
NBPF22P,0,0,0,0,0
COX7C,308,64,2256,379,907
SNORD138,0,0,0,0,0
LINC02059,0,0,0,0,0
MIR4280,0,0,0,0,0
LOC101929380,0,0,0,0,0
LINC01949,0,0,1,0,0
RASA1,7,0,71,12,17
CCNH,10,2,213,28,69
LOC644285,0,0,0,0,0
LINC02488,0,0,0,0,0
TMEM161B,2,0,31,4,9
TMEM161B-AS1,7,2,61,9,8
LINC02060,0,0,0,0,0
LINC00461,0,0,23,1,0
MIR9-2,0,0,0,0,0
MEF2C-AS2,0,0,0,0,0
MEF2C,2,0,48,5,2
MEF2C-AS1,0,0,1,0,0
MIR3660,0,0,0,0,0
LINC01339,0,0,0,0,0
CETN3,10,2,163,12,66
LOC731157,0,0,0,1,0
MBLAC2,0,0,13,4,4
POLR3G,17,11,138,19,35
LYSMD3,2,1,41,5,28
ADGRV1,7,2,168,28,17
LUCAT1,0,0,0,0,0
ARRDC3,0,0,119,37,10
ARRDC3-AS1,4,0,9,0,1
NR2F1-AS1,0,0,72,4,2
NR2F1,9,3,594,11,0
FAM172A,1,0,93,8,31
MIR2277,0,0,0,0,0
POU5F2,0,1,1,0,2
KIAA0825,2,1,10,1,9
SLF1,15,0,274,27,81
MCTP1,0,0,8,4,0
FAM81B,0,0,1,0,0
TTC37,20,4,211,31,46
ARSK,1,0,55,6,16
GPR150,0,0,2,0,0
RFESD,1,0,17,1,9
SPATA9,0,0,0,0,1
RHOBTB3,8,2,340,56,289
GLRX,13,1,156,26,232
LOC102724720,0,0,0,0,0
LINC01554,0,0,0,0,0
ELL2,0,1,17,17,40
LOC101929710,0,0,0,0,0
MIR583,0,0,0,0,0
PCSK1,0,0,2,1,0
CAST,22,4,279,57,45
ERAP1,0,0,25,1,2
ERAP2,0,0,1,0,4
LNPEP,1,0,37,5,18
LIX1,58,6,899,30,64
RIOK2,14,6,215,39,66
LINC01340,0,0,0,0,0
LINC02234,0,0,1,0,0
LINC01846,0,0,0,0,0
RGMB,8,3,112,45,39
RGMB-AS1,1,0,3,1,4
CHD1,38,5,609,64,120
LINC02062,0,0,1,0,0
LOC100289230,3,0,14,2,3
LINC02113,0,0,0,0,0
LOC100133050,0,0,0,0,0
FAM174A,1,4,55,15,37
ST8SIA4,0,0,38,1,22
MIR548P,0,0,0,0,0
SLCO4C1,0,0,4,1,6
SLCO6A1,0,0,0,0,0
LINC00492,0,0,0,0,0
LINC00491,0,0,8,0,0
PAM,19,1,185,26,20
GIN1,0,0,43,6,14
PPIP5K2,10,3,183,11,43
C5orf30,4,1,80,18,24
LINC02115,0,0,0,0,0
NUDT12,2,2,42,7,9
RAB9BP1,0,0,0,0,0
LINC01950,0,0,0,0,1
EFNA5,11,1,245,28,30
FBXL17,2,1,20,7,4
LINC01023,0,1,14,1,5
FER,2,1,56,9,10
LOC285638,0,0,2,0,1
PJA2,12,4,284,46,71
MAN2A1,12,5,168,50,104
LINC01848,0,0,0,0,0
TMEM232,0,0,1,0,4
SLC25A46,6,0,61,10,20
TSLP,0,0,5,0,4
WDR36,8,2,74,17,28
CAMK4,5,0,11,1,0
STARD4,7,1,114,17,64
STARD4-AS1,1,1,40,3,3
NREP,31,9,473,31,148
NREP-AS1,0,0,0,0,0
EPB41L4A,0,0,63,10,18
EPB41L4A-AS1,16,4,242,57,147
SNORA13,0,0,1,0,0
LOC101927023,0,0,0,0,1
EPB41L4A-DT,0,0,9,1,2
LINC02200,0,0,7,0,0
LOC102467216,0,0,0,0,0
APC,9,2,176,20,59
SRP19,61,12,760,194,441
REEP5,29,12,550,108,362
DCP2,17,2,350,44,99
MCC,2,0,38,4,43
TSSK1B,0,0,0,0,0
YTHDC2,8,3,163,21,39
KCNN2,1,1,34,1,14
LOC101927078,0,0,0,0,0
LINC01957,0,0,0,0,0
TRIM36,1,2,33,6,11
PGGT1B,6,2,96,15,35
CCDC112,15,3,154,67,34
FEM1C,3,0,30,4,8
TMED7-TICAM2,0,0,0,0,0
TICAM2,0,0,0,0,0
LOC101927100,0,0,0,0,0
TMED7,6,2,135,23,97
LOC102467217,0,0,0,0,0
CDO1,6,2,376,40,34
ATG12,17,8,326,69,104
AP3S1,20,12,727,74,263
LINCADL,0,0,0,0,0
LVRN,0,0,0,0,0
ARL14EPL,0,0,0,0,0
COMMD10,13,3,364,55,119
MIR12130,0,0,0,0,0
LOC101927190,0,0,0,0,0
SEMA6A,66,20,335,57,186
SEMA6A-AS1,0,0,0,0,0
SEMA6A-AS2,0,0,1,0,0
LINC02214,0,0,0,0,0
LINC00992,0,0,0,0,0
LINC02147,0,0,0,0,0
LINC02148,0,0,0,0,0
LINC02208,0,0,0,0,0
LINC02215,0,0,0,0,0
DTWD2,0,0,28,3,45
LOC105379143,0,0,0,0,0
DMXL1,1,0,42,7,18
MIR5706,0,0,0,0,0
TNFAIP8,6,2,87,8,48
HSD17B4,18,4,312,25,185
FAM170A,0,0,0,0,0
PRR16,0,0,53,2,18
LOC102467226,0,0,0,0,0
FTMT,0,0,0,0,0
SRFBP1,16,2,280,40,82
LOX,1,0,5,1,0
ZNF474,0,0,0,0,0
LOC100505841,0,0,0,0,0
SNCAIP,1,0,18,2,0
MGC32805,0,0,0,0,1
LOC101927357,0,0,0,0,0
LINC02201,0,0,0,0,0
SNX2,17,3,521,74,221
SNX24,2,1,196,30,49
PPIC,1,0,33,6,256
LOC105379152,0,0,0,0,0
PRDM6,0,0,1,0,1
CEP120,2,0,29,5,17
CSNK1G3,7,5,158,34,38
LINC01170,0,0,0,0,1
ZNF608,16,1,100,15,45
LOC101927421,0,0,0,0,0
LINC02240,0,0,0,0,0
LINC02039,0,0,0,0,0
LOC101927488,0,0,0,0,0
GRAMD2B,1,1,18,3,4
ALDH7A1,46,13,563,36,111
PHAX,37,8,500,107,144
TEX43,0,0,0,0,0
LMNB1-DT,0,0,1,0,0
LMNB1,27,8,653,83,324
MARCHF3,8,0,21,3,17
C5orf63,1,0,0,2,3
MEGF10,2,1,11,3,5
PRRC1,9,1,95,18,53
CTXN3,0,0,0,0,0
CCDC192,0,0,0,0,0
LINC01184,4,5,76,10,18
SLC12A2,2,0,97,5,31
FBN2,13,4,178,31,202
SLC27A6,0,0,0,0,4
ISOC1,18,2,236,32,133
MIR4633,0,0,0,0,0
MIR4460,0,0,0,0,0
ADAMTS19-AS1,0,0,0,0,0
ADAMTS19,3,0,14,0,29
MINAR2,0,0,0,0,0
CHSY3,0,0,3,0,1
HINT1,513,114,7464,1130,2862
LYRM7,7,0,84,16,28
CDC42SE2,7,0,112,22,51
RAPGEF6,7,0,63,8,13
FNIP1,2,1,47,8,28
MEIKIN,0,0,0,0,0
ACSL6,0,0,0,0,1
IL3,0,0,0,0,0
CSF2,0,0,0,0,0
P4HA2-AS1,0,0,0,0,0
P4HA2,0,0,20,0,20
MIR6830,0,0,0,0,0
PDLIM4,9,1,138,14,50
SLC22A4,0,0,5,1,1
MIR3936HG,0,0,1,0,0
MIR3936,0,0,0,0,0
SLC22A5,0,0,2,0,2
IRF1-AS1,1,0,3,0,1
IRF1,0,0,7,5,9
IL5,0,0,0,0,0
RAD50,27,4,332,42,62
TH2LCRR,0,0,0,0,0
IL13,0,0,0,0,0
IL4,0,0,0,0,0
LOC105379176,0,0,0,0,0
KIF3A,10,1,190,42,53
CCNI2,0,0,1,0,0
SEPTIN8,3,0,72,6,12
SOWAHA,0,0,0,0,0
SHROOM1,1,0,1,1,10
GDF9,0,0,1,1,0
UQCRQ,66,14,795,126,363
LEAP2,0,0,12,3,4
AFF4,5,2,140,32,60
ZCCHC10,13,2,162,29,74
HSPA4,64,10,811,96,240
FSTL4,0,0,0,0,1
MIR1289-2,0,0,0,0,0
WSPAR,0,0,0,0,0
C5orf15,8,1,306,28,92
LOC105379183,0,0,0,0,0
VDAC1,121,20,2035,337,746
TCF7,2,1,29,12,29
SKP1,261,74,4067,480,1958
PPP2CA,39,11,697,120,262
MIR3661,0,0,0,0,0
CDKL3,1,0,24,3,3
UBE2B,14,2,617,97,248
CDKN2AIPNL,30,8,501,86,202
LOC102546229,0,0,0,1,0
LINC01843,0,0,0,0,0
JADE2,0,0,2,0,15
SAR1B,6,4,276,44,85
SEC24A,2,0,37,10,27
CAMLG,22,6,395,70,89
DDX46,74,16,946,173,327
C5orf24,14,2,221,20,77
TXNDC15,10,1,203,6,70
PCBD2,3,1,52,12,24
CATSPER3,0,0,1,0,0
PITX1,0,0,2,3,171
C5orf66,1,0,1,0,0
C5orf66-AS1,0,0,0,0,3
C5orf66-AS2,0,0,0,0,0
MACROH2A1,80,14,2306,224,492
DCANP1,0,0,0,0,0
TIFAB,0,0,0,0,0
NEUROG1,0,0,13,0,0
CXCL14,6,0,11,1,46
SLC25A48,1,0,0,1,3
SLC25A48-AS1,0,0,0,0,0
MIR5692C1,0,0,0,0,0
LOC107986453,0,0,0,0,0
IL9,0,0,0,0,0
FBXL21P,0,0,0,0,0
LECT2,0,0,0,0,0
TGFBI,3,0,5,7,3
VTRNA2-1,0,0,0,1,0
SMAD5-AS1,0,0,2,1,2
SMAD5,15,14,278,55,115
SMIM32,1,0,1,0,1
TRPC7,0,0,0,0,0
TRPC7-AS2,0,0,0,0,0
SPOCK1,1,1,52,8,0
LOC105379192,0,0,0,0,0
KLHL3,3,0,20,1,4
MIR874,0,0,0,0,0
HNRNPA0,115,33,2091,329,560
NPY6R,0,0,0,0,0
MYOT,0,0,0,0,0
PKD2L2,0,0,0,0,0
FAM13B,1,0,89,19,15
LOC100130172,0,0,1,1,0
WNT8A,0,0,1,0,0
NME5,2,1,47,2,14
BRD8,6,6,140,10,34
KIF20A,3,0,76,9,29
CDC23,5,3,96,15,25
GFRA3,1,0,0,0,0
CDC25C,6,2,117,10,28
LOC100128966,0,0,2,0,2
FAM53C,6,1,103,16,29
KDM3B,5,3,163,18,59
REEP2,10,2,261,14,15
EGR1,2,0,16,4,4
ETF1,30,2,446,103,179
HSPA9,56,10,1020,196,347
SNORD63B,0,0,0,0,0
SNORD63,0,0,0,0,0
LOC105379194,1,0,1,0,1
CTNNA1,30,4,467,74,174
LRRTM2,0,0,0,0,0
SIL1,2,0,67,7,43
MATR3,118,25,1853,198,419
SNHG4,1,0,3,0,0
SNORA74D,0,0,0,0,0
SNORA74A,0,0,0,0,0
PAIP2,47,14,1022,94,312
SLC23A1,0,0,0,1,0
MZB1,0,0,0,0,0
PROB1,2,0,2,0,9
SPATA24,0,1,10,1,8
DNAJC18,7,2,135,14,26
ECSCR,1,1,1,1,9
SMIM33,0,0,0,0,0
STING1,0,0,0,0,0
UBE2D2,116,31,1645,263,560
CXXC5,42,9,1185,132,335
CXXC5-AS1,0,0,0,0,0
PSD2-AS1,0,0,0,0,0
PSD2,0,0,1,1,0
NRG2,0,0,4,2,13
MALINC1,0,0,0,0,1
PURA,6,0,77,23,52
IGIP,1,0,0,0,1
LOC101929719,0,0,0,0,0
CYSTM1,21,3,230,39,110
PFDN1,33,2,656,118,198
HBEGF,2,0,17,10,12
SLC4A9,0,0,0,0,0
ANKHD1,6,0,66,7,30
ANKHD1-EIF4EBP3,0,0,0,0,0
EIF4EBP3,0,0,0,0,0
SRA1,34,4,554,101,262
APBB3,1,0,18,3,6
MIR6831,0,0,0,0,0
SLC35A4,9,1,139,22,73
CD14,0,1,0,2,0
TMCO6,0,2,13,5,1
NDUFA2,55,10,733,116,344
IK,28,5,475,77,184
MIR3655,0,0,0,0,0
WDR55,2,0,84,8,16
DND1,1,0,4,0,3
HARS1,23,4,363,74,123
HARS2,2,0,45,10,21
ZMAT2,24,3,312,72,154
VTRNA1-1,0,0,0,0,0
VTRNA1-2,0,0,0,1,0
VTRNA1-3,0,0,0,1,0
PCDHA1,0,0,1,0,0
PCDHA2,0,0,0,2,0
PCDHA3,0,0,0,0,0
PCDHA4,0,0,16,0,4
PCDHA5,0,0,1,0,0
PCDHA6,0,0,0,0,0
PCDHA7,1,0,1,0,0
PCDHA8,0,0,0,0,0
PCDHA9,0,0,5,2,0
PCDHA10,1,0,8,4,8
PCDHA11,0,0,1,0,0
LOC112267934,0,0,2,1,2
PCDHA12,6,0,79,15,14
PCDHA13,0,0,1,0,0
PCDHAC1,0,0,1,0,0
PCDHAC2,0,0,1,0,0
LOC101926905,0,0,0,0,0
PCDHB1,0,0,0,0,0
PCDHB2,2,3,73,4,15
PCDHB3,0,0,4,1,0
PCDHB4,0,0,10,0,2
PCDHB5,0,0,1,1,0
PCDHB6,0,0,2,0,0
PCDHB17P,0,0,0,0,0
PCDHB7,0,0,1,0,1
PCDHB8,0,0,0,0,0
PCDHB16,0,0,7,0,1
PCDHB9,0,0,9,2,0
PCDHB10,0,0,18,2,0
PCDHB11,0,0,6,0,1
PCDHB12,0,0,0,0,0
PCDHB13,0,0,1,0,0
PCDHB14,0,0,13,2,2
PCDHB18P,0,1,0,0,0
PCDHB19P,0,0,1,0,0
PCDHB15,0,0,20,3,0
SLC25A2,0,0,0,0,0
TAF7,43,6,825,127,162
PCDHGA1,0,0,0,0,0
PCDHGA2,0,0,1,0,0
PCDHGA3,0,0,3,0,0
PCDHGB1,0,0,0,0,0
PCDHGA4,0,0,0,0,0
PCDHGB2,0,0,0,0,0
PCDHGA5,0,0,1,0,0
PCDHGB3,0,0,1,0,0
PCDHGA6,0,0,0,0,0
PCDHGA7,0,0,1,0,1
PCDHGB4,0,0,1,0,0
PCDHGA8,0,0,0,0,2
PCDHGB5,0,0,0,0,0
PCDHGA9,0,0,2,0,0
PCDHGB6,4,0,38,1,2
PCDHGA10,4,0,1,1,6
PCDHGB7,1,0,32,3,2
PCDHGA11,0,0,2,0,0
PCDHGB8P,0,0,0,0,0
PCDHGA12,0,0,1,0,1
PCDHGC3,1,0,8,3,3
PCDHGC4,0,1,4,1,0
PCDHGC5,0,0,0,0,0
DIAPH1,12,0,212,54,81
DIAPH1-AS1,0,0,0,0,0
HDAC3,16,10,405,42,99
RELL2,4,1,31,6,5
FCHSD1,3,1,10,2,3
ARAP3,10,1,37,6,9
PCDH1,6,1,53,8,22
LOC729080,0,0,0,0,0
DELE1,2,1,79,13,16
PCDH12,0,0,0,0,0
RNF14,1,1,122,17,39
GNPDA1,40,3,45,61,103
NDFIP1,20,4,608,113,197
SPRY4,9,1,100,10,78
SPRY4-IT1,6,1,24,2,23
SPRY4-AS1,0,0,3,0,0
FGF1,3,0,1,26,0
LINC01844,0,0,0,0,1
ARHGAP26,0,0,15,3,12
ARHGAP26-AS1,0,0,0,0,0
ARHGAP26-IT1,0,0,0,0,0
NR3C1,3,2,25,2,27
MIR5197,0,0,0,0,0
HMHB1,0,0,0,0,0
YIPF5,12,0,395,65,150
KCTD16,0,0,17,1,0
PRELID2,1,0,39,9,15
GRXCR2,0,0,0,0,0
SH3RF2,0,0,0,3,6
PLAC8L1,0,0,6,0,1
LARS1,62,6,747,96,200
RBM27,21,4,186,42,71
POU4F3,0,0,0,1,1
TCERG1,31,7,412,71,116
GPR151,0,0,0,0,0
PPP2R2B,11,2,138,11,1
PPP2R2B-IT1,0,0,0,0,0
STK32A-AS1,0,0,0,0,0
STK32A,0,0,0,0,4
DPYSL3,24,9,419,92,131
JAKMIP2-AS1,0,0,5,1,0
JAKMIP2,4,1,276,9,14
SPINK1,0,0,1,3,3
SCGB3A2,0,0,12,12,80
C5orf46,0,0,6,5,0
SPINK5,0,0,2,1,8
SPINK14,0,0,0,0,0
SPINK6,0,0,0,0,0
MARCOL,0,0,0,0,0
LOC102546294,1,0,3,1,0
SPINK13,0,0,0,0,0
SPINK7,0,0,0,0,0
SPINK9,0,0,0,0,0
FBXO38,1,2,26,8,29
HTR4,0,0,0,0,0
ADRB2,1,0,0,2,1
SH3TC2,0,0,0,0,0
MIR584,0,0,0,0,0
SH3TC2-DT,0,0,0,0,0
ABLIM3,0,0,0,1,0
AFAP1L1,1,0,1,1,6
GRPEL2,1,0,35,12,16
GRPEL2-AS1,0,0,0,0,1
PCYOX1L,0,2,36,2,3
IL17B,0,0,1,0,1
CARMN,0,0,0,0,0
MIR143,0,0,0,0,0
MIR145,0,0,0,0,0
CSNK1A1,56,8,1027,222,261
ARHGEF37,0,1,0,0,0
PPARGC1B,1,0,5,1,3
MIR378A,0,0,0,0,0
PDE6A,0,0,0,0,0
LOC644762,0,0,0,1,0
SLC26A2,3,1,59,14,19
TIGD6,0,0,24,3,6
HMGXB3,6,2,143,24,24
CSF1R,0,0,0,0,1
PDGFRB,10,1,46,5,28
CDX1,0,0,0,0,136
SLC6A7,0,0,0,0,1
CAMK2A,0,0,2,0,0
ARSI,1,0,8,2,14
TCOF1,22,2,291,62,131
CD74,2,0,7,1,2
RPS14,1368,334,12181,2914,7599
NDST1-AS1,0,0,0,0,0
NDST1,3,0,64,13,36
SYNPO,0,0,1,0,3
MYOZ3,0,0,7,1,11
RBM22,13,1,321,52,52
DCTN4,4,4,89,14,20
SMIM3,8,2,122,7,19
IRGM,0,0,0,0,0
ZNF300,0,0,38,0,15
ZNF300P1,0,0,0,0,0
GPX3,11,0,79,8,76
TNIP1,4,2,65,11,45
ANXA6,21,6,346,23,255
CCDC69,0,0,4,0,15
LOC105378230,0,0,0,0,0
GM2A,1,0,34,2,47
SLC36A3,0,0,0,0,0
SLC36A2,0,0,0,0,0
SLC36A1,0,0,14,2,13
FAT2,0,0,0,0,0
MIR6499,0,0,0,0,0
SPARC,36,13,1025,106,495
CLMAT3,0,0,1,0,0
ATOX1,68,13,556,99,375
LOC100652758,0,0,7,0,3
G3BP1,75,17,1088,163,443
GLRA1,0,0,0,0,0
LINC01933,0,0,1,0,0
NMUR2,0,0,1,0,1
LINC01470,0,0,0,0,0
GRIA1,0,0,31,4,0
LINC01861,0,0,0,0,0
FAM114A2,6,2,94,18,27
MFAP3,1,0,44,10,24
GALNT10,0,0,30,5,18
MIR1294,0,0,0,0,0
SAP30L-AS1,0,0,0,0,0
SAP30L,4,3,130,21,47
HAND1,0,0,0,0,572
MIR3141,0,0,0,0,0
LARP1,37,5,385,93,158
MIR1303,0,0,0,0,0
FAXDC2,0,0,3,0,0
MIR378H,0,0,0,0,0
CNOT8,5,2,133,13,68
GEMIN5,11,1,90,18,37
MRPL22,59,13,782,147,327
KIF4B,0,0,0,1,0
SGCD,0,0,0,0,0
PPP1R2B,0,0,0,0,0
TIMD4,0,0,0,0,0
HAVCR1,0,0,0,0,0
HAVCR2,0,0,1,0,0
MED7,6,1,147,22,62
FAM71B,0,0,0,0,0
ITK,0,0,0,0,0
CYFIP2,9,0,104,11,15
FNDC9,0,0,0,0,0
LOC102724404,0,0,0,0,0
NIPAL4,1,0,0,0,0
ADAM19,3,0,74,31,179
SOX30,0,0,0,0,0
C5orf52,0,0,1,0,0
THG1L,8,4,177,26,47
LSM11,2,1,16,4,2
CLINT1,25,3,390,57,132
LINC02227,0,0,0,0,0
EBF1,0,0,26,5,0
LINC02202,0,0,2,0,0
RNF145,11,5,308,40,76
LINC01932,0,0,1,0,0
UBLCP1,22,2,364,58,114
IL12B,0,0,1,0,0
LOC285626,0,0,0,0,0
LINC01845,0,0,0,0,0
LINC01847,0,0,0,0,0
ADRA1B,0,0,5,1,0
TTC1,20,2,402,76,166
PWWP2A,17,2,174,23,51
FABP6,2,1,7,0,1
CCNJL,1,0,64,9,11
C1QTNF2,0,0,8,0,1
ZBED8,0,0,17,1,2
SLU7,10,2,141,46,51
PTTG1,123,58,2052,201,499
MIR3142HG,0,1,1,0,0
MIR3142,0,0,0,0,0
MIR146A,0,0,0,0,0
ATP10B,0,0,0,0,0
LINC02159,0,0,0,0,0
GABRB2,0,0,3,0,12
GABRA6,0,0,0,0,0
GABRA1,0,0,1,0,0
LINC01202,0,0,0,0,0
GABRG2,0,0,1,0,0
CCNG1,63,19,1121,106,487
NUDCD2,39,26,1061,73,275
HMMR,34,15,563,35,105
HMMR-AS1,0,0,0,0,0
MAT2B,1,3,66,12,25
LINC02143,0,0,0,0,0
LOC102546299,0,0,0,0,0
LINC01947,0,0,0,0,0
TENM2,1,0,34,7,2
LOC101927908,0,0,0,0,0
MIR12125,0,0,0,0,0
CTB-178M22.2,1,1,26,0,0
WWC1,3,2,48,8,3
RARS1,30,4,377,70,208
FBLL1,0,0,25,4,2
PANK3,14,5,198,36,105
MIR103A1,0,0,0,0,0
MIR103B1,0,0,0,0,0
SLIT3,0,0,3,1,3
LOC101927969,0,0,0,1,0
MIR218-2,0,0,0,0,0
LOC728095,0,0,0,0,0
MIR585,0,0,0,0,0
SPDL1,17,1,165,35,64
DOCK2,0,0,0,1,3
INSYN2B,0,0,2,0,1
MIR378E,0,0,0,0,0
FOXI1,0,0,0,0,0
LINC01187,0,0,0,0,0
C5orf58,0,0,0,0,0
LCP2,0,0,0,0,0
LOC100128059,0,0,0,0,0
LINC01366,0,0,0,0,1
KCNIP1,0,0,3,0,1
KCNMB1,3,0,12,3,5
KCNIP1-OT1,0,0,0,0,0
KCNIP1-AS1,0,0,0,0,0
GABRP,0,0,0,0,0
RANBP17,2,1,76,5,6
TLX3,0,0,10,0,1
SNORA70J,0,0,0,0,0
MIR3912,0,0,0,0,0
NPM1,1249,216,14719,2217,6808
FGF18,0,0,113,23,19
SMIM23,0,0,0,0,0
FBXW11,5,2,103,15,26
STK10,2,0,18,11,10
EFCAB9,0,0,0,0,0
UBTD2,8,1,192,23,45
LOC100288254,0,0,1,0,0
SH3PXD2B,4,0,103,13,36
LINC01944,0,0,0,0,0
NEURL1B,5,0,6,1,3
MIR5003,0,0,0,0,0
LOC101928093,0,0,0,0,0
DUSP1,12,3,145,37,10
ERGIC1,9,3,242,24,51
MIR10523,0,0,0,0,0
LOC100268168,1,0,0,0,0
RPL26L1,43,10,801,130,299
ATP6V0E1,104,19,1147,227,666
SNORA74B,0,0,0,0,0
CREBRF,1,0,16,3,7
BNIP1,2,3,113,21,14
NKX2-5,1,0,11,3,8
MIR12118,0,0,0,0,0
STC2,3,0,77,74,17
MIR8056,0,0,0,0,0
LOC285593,0,0,0,0,0
BOD1,69,16,1565,200,192
LINC01942,0,0,0,0,0
LINC01484,0,0,0,0,0
LINC01485,0,0,0,0,0
CPEB4,0,1,35,13,13
C5orf47,0,0,0,0,0
NSG2,0,0,2,0,1
LINC01411,0,0,0,0,0
MSX2,8,0,142,12,197
MIR4634,0,0,0,0,0
LINC01951,0,0,0,0,0
DRD1,0,0,0,0,1
SFXN1,12,4,218,28,82
HRH2,1,0,4,0,7
CPLX2,0,0,0,0,0
THOC3,6,1,21,14,22
LOC100996385,0,0,0,0,0
FAM153B,0,0,0,0,0
LOC100507387,0,0,0,0,0
LOC643201,0,0,0,0,1
SIMC1,2,0,70,11,16
KIAA1191,9,4,236,47,59
ARL10,0,1,60,19,6
MIR1271,0,0,0,0,0
NOP16,17,2,251,35,158
HIGD2A,63,17,1053,125,426
CLTB,27,4,505,68,275
FAF2,29,6,327,42,109
RNF44,5,0,67,14,53
CDHR2,0,0,0,0,0
GPRIN1,0,0,19,5,6
SNCB,0,0,0,0,0
MIR4281,0,0,0,0,0
EIF4E1B,0,0,0,0,0
TSPAN17,5,0,118,20,37
LINC01574,0,0,0,0,0
UNC5A,0,1,1,0,2
HK3,0,0,0,0,0
UIMC1,8,0,97,10,29
ZNF346,8,0,65,8,18
FGFR4,2,0,13,1,39
NSD1,19,9,421,57,89
RAB24,4,2,226,15,61
PRELID1,205,35,3348,582,1304
MXD3,4,4,132,6,18
LMAN2,48,9,834,123,444
RGS14,2,2,109,4,21
SLC34A1,0,0,0,0,0
PFN3,0,0,0,0,0
F12,0,1,6,1,2
GRK6,9,4,214,31,46
PRR7-AS1,0,0,0,0,0
PRR7,12,4,275,30,23
DBN1,51,12,1173,147,240
PDLIM7,99,9,1447,314,450
DOK3,0,0,2,2,8
DDX41,6,2,184,26,48
FAM193B,1,2,65,10,21
TMED9,86,14,1686,236,818
B4GALT7,7,0,192,24,53
LOC202181,1,0,13,2,1
FAM153A,0,0,0,0,0
LOC105377752,0,0,0,0,0
LOC728554,17,7,388,29,181
LOC100128340,0,0,3,0,0
PROP1,0,0,0,0,0
FAM153CP,0,0,2,0,0
N4BP3,4,0,74,6,34
RMND5B,3,2,150,17,36
NHP2,114,20,1477,173,497
GMCL2,0,0,0,0,0
HNRNPAB,128,13,1547,327,659
PHYKPL,0,1,65,7,12
COL23A1,0,0,24,0,21
CLK4,1,0,37,8,11
ZNF354A,3,1,73,14,21
AACSP1,0,0,0,0,0
ZNF354B,0,0,20,4,5
ZFP2,0,0,11,1,0
ZNF454,0,0,16,4,2
GRM6,0,0,0,0,0
ZNF879,1,0,7,1,5
ZNF354C,3,0,15,1,7
ADAMTS2,0,0,5,2,0
C5orf60,0,0,0,0,0
RUFY1,8,3,133,11,57
LOC101928445,0,0,0,0,0
HNRNPH1,41,6,1227,178,784
LOC105377763,0,0,1,0,0
CBY3,0,0,0,0,0
CANX,68,12,1130,151,493
MAML1,4,1,76,20,33
LTC4S,1,0,4,0,11
MGAT4B,19,2,453,76,143
MIR1229,0,0,0,0,0
SQSTM1,21,1,233,89,205
MRNIP,6,4,117,13,10
LOC100996419,0,0,7,2,1
TBC1D9B,8,1,93,11,26
RNF130,32,8,932,58,73
MIR340,0,0,0,0,0
RASGEF1C,0,0,10,1,1
MAPK9,6,3,144,23,51
GFPT2,1,0,69,17,70
CNOT6,4,1,102,18,25
SCGB3A1,0,0,1,0,0
FLT4,0,1,27,2,2
LINC02222,0,0,0,0,0
OR2Y1,0,0,0,0,0
MGAT1,7,2,283,27,100
HEIH,2,1,45,4,18
LINC00847,1,1,7,2,3
ZFP62,2,1,51,9,9
BTNL8,0,0,0,0,0
BTNL3,0,0,0,0,0
