H1.1,H6.1
PAIP1,0,10
NNT-AS1,0,1
NNT,0,6
FGF10,0,0
FGF10-AS1,0,0
LINC02224,0,0
MRPS30-DT,0,0
MRPS30,0,4
HCN1,0,0
EMB,1,6
PARP8,0,2
LINC02106,0,0
LOC642366,0,0
ISL1,0,0
LINC02118,0,0
ITGA1,0,9
PELO,2,13
ITGA2,0,1
MOCS2,2,16
LOC257396,0,0
FST,0,14
NDUFS4,1,15
LINC02105,0,0
ARL15,0,3
MIR581,0,0
LINC01033,0,0
HSPB3,0,0
SNX18,0,1
LOC102467080,0,0
ESM1,0,0
LOC102467081,0,0
GZMK,0,0
GZMA,0,0
CDC20B,0,0
GPX8,0,52
MIR449A,0,0
MIR449B,0,0
MIR449C,0,0
MCIDAS,0,0
CCNO,0,0
DHX29,2,5
MTREX,0,5
PLPP1,0,7
MIR5687,0,0
RNF138P1,0,0
SLC38A9,0,5
DDX4,0,0
IL31RA,0,0
IL6ST,0,18
FLJ31104,0,0
ANKRD55,0,0
LINC01948,0,0
C5orf67,0,0
LOC105378979,0,0
MAP3K1,0,2
SETD9,0,2
MIER3,0,1
GPBP1,0,7
ACTBL2,0,0
LINCR-0003,0,0
LOC101928505,0,0
LINC02225,0,0
LINC02101,0,0
PLK2,4,4
GAPT,0,0
MIR548AE2,0,0
LINC02108,0,0
RAB3C,0,0
PDE4D,0,3
MIR582,0,0
PART1,0,0
DEPDC1B,0,0
ELOVL7,0,0
ERCC8,0,1
NDUFAF2,0,5
SMIM15,0,10
SMIM15-AS1,0,0
LINC02057,0,0
ZSWIM6,0,6
C5orf64,0,0
LOC101928651,0,0
C5orf64-AS1,0,0
KIF2A,1,5
DIMT1,0,6
IPO11,0,0
IPO11-LRRC70,0,0
LRRC70,0,0
HTR1A,0,0
RNF180,0,0
RGS7BP,0,0
SHISAL2B,0,0
SREK1IP1,2,7
CWC27,0,3
ADAMTS6,0,8
CENPK,0,0
PPWD1,0,2
TRIM23,0,4
TRAPPC13,0,0
SHLD3,0,0
SGTB,0,2
NLN,0,4
ERBIN,0,5
LOC100303749,0,0
SREK1,0,4
LINC02065,0,0
LINC02229,0,0
MAST4,0,0
MAST4-AS1,0,0
CD180,0,0
LINC02242,0,0
LOC101928858,0,0
LINC02219,0,0
PIK3R1,0,6
LINC02198,0,0
SLC30A5,0,6
SNORA50D,0,0
CCNB1,0,1
CENPH,0,0
MRPS36,4,21
CDK7,1,2
CCDC125,0,0
AK6,1,17
TAF9,0,19
RAD17,0,1
MARVELD2,0,0
LOC101928924,0,0
OCLN,0,0
SNORD13B-1,0,0
SNORD13B-2,0,0
GTF2H2C-2,0,0
GTF2H2B,0,1
GTF2H2C,0,0
LOC101929599,0,0
GUSBP3,0,0
LINC02197,0,0
GUSBP16,0,0
GUSBP14,0,0
LOC102724995,0,0
SERF1A,0,0
SERF1B,0,0
SMN1,0,0
SMN2,0,0
GTF2H2,0,3
GUSBP15,0,0
LOC441081,0,0
GUSBP9,0,0
NAIP,0,0
OCLNP1,0,0
PMCHL2,0,0
BDP1,0,1
MCCC2,0,4
CARTPT,0,0
MAP1B,1,42
MIR4803,0,0
MRPS27,0,3
PTCD2,0,0
ZNF366,0,0
LOC102503427,0,0
LINC02056,0,0
TNPO1,0,19
MIR4804,0,0
FCHO2,0,3
TMEM171,0,0
LOC105379030,0,0
TMEM174,0,0
LOC340090,0,0
LINC02230,0,0
FOXD1,0,4
LINC01386,0,0
BTF3,7,125
ANKRA2,0,5
UTP15,0,0
ARHGEF28,0,2
LINC01335,0,0
LINC01333,0,0
LINC01331,0,0
ENC1,0,18
HEXB,0,13
GFM2,0,3
NSA2,1,21
FAM169A,0,1
LOC441086,0,0
GCNT4,0,1
ANKRD31,0,0
HMGCR,0,6
CERT1,0,6
POLK,0,5
ANKDD1B,0,0
POC5,0,0
LOC441087,0,0
SV2C,0,0
IQGAP2,0,9
LOC101929109,0,0
F2RL2,0,1
NCRUPAR,0,0
F2R,5,6
F2RL1,0,1
S100Z,0,0
CRHBP,0,0
AGGF1,0,5
ZBED3,0,1
SNORA47,0,0
ZBED3-AS1,0,0
PDE8B,0,1
WDR41,1,6
OTP,0,0
TBCA,4,62
LOC101929154,0,0
AP3B1,0,5
SCAMP1-AS1,0,2
SCAMP1,0,7
LHFPL2,0,1
ARSB,0,2
DMGDH,0,0
BHMT2,0,0
BHMT,0,0
JMY,0,1
HOMER1,0,3
TENT2,0,1
CMYA5,0,0
LINC01455,0,0
MTX3,0,1
THBS4,0,0
CTD-2201I18.1,0,0
SERINC5,0,3
LOC644936,0,0
SPZ1,0,0
CRSP8P,0,0
ZFYVE16,0,4
FAM151B,0,0
ANKRD34B,0,0
LINC01337,0,0
DHFR,0,1
MTRNR2L2,0,3
MSH3,0,0
RASGRF2-AS1,0,0
RASGRF2,0,2
CKMT2,0,0
CKMT2-AS1,0,1
ZCCHC9,0,4
ACOT12,0,0
SSBP2,0,0
ATG10,0,0
RPS23,21,359
ATP6AP1L,0,0
MIR3977,0,0
LINC01338,0,0
TMEM167A,4,62
SCARNA18,0,0
XRCC4,0,14
VCAN,3,55
VCAN-AS1,0,0
HAPLN1,4,4
EDIL3,4,32
NBPF22P,0,0
COX7C,14,119
SNORD138,0,0
LINC02059,0,0
MIR4280,0,0
LOC101929380,0,0
LINC01949,0,0
RASA1,0,4
CCNH,0,3
LOC644285,0,0
LINC02488,0,0
TMEM161B,0,0
TMEM161B-AS1,0,2
LINC02060,0,0
LINC00461,0,0
MIR9-2,0,0
MEF2C-AS2,0,0
MEF2C,0,0
MEF2C-AS1,0,0
MIR3660,0,0
LINC01339,0,0
CETN3,0,8
LOC731157,0,0
MBLAC2,0,1
POLR3G,0,0
LYSMD3,0,3
ADGRV1,0,0
LUCAT1,0,0
ARRDC3,0,1
ARRDC3-AS1,0,0
NR2F1-AS1,0,2
NR2F1,1,14
FAM172A,0,4
MIR2277,0,0
POU5F2,0,1
KIAA0825,0,0
SLF1,0,0
MCTP1,0,1
FAM81B,0,0
TTC37,0,9
ARSK,0,3
GPR150,0,0
RFESD,0,1
SPATA9,0,0
RHOBTB3,0,26
GLRX,0,63
LOC102724720,0,0
LINC01554,0,0
ELL2,0,16
LOC101929710,0,0
MIR583,0,0
PCSK1,0,0
CAST,1,16
ERAP1,0,0
ERAP2,0,2
LNPEP,0,5
LIX1,0,5
RIOK2,0,4
LINC01340,0,0
LINC02234,0,0
LINC01846,0,0
RGMB,0,2
RGMB-AS1,0,0
CHD1,0,2
LINC02062,0,0
LOC100289230,0,0
LINC02113,0,0
LOC100133050,0,0
FAM174A,0,13
ST8SIA4,0,1
MIR548P,0,0
SLCO4C1,0,0
SLCO6A1,0,0
LINC00492,0,0
LINC00491,0,1
PAM,0,9
GIN1,0,1
PPIP5K2,0,8
C5orf30,0,0
LINC02115,0,0
NUDT12,0,0
RAB9BP1,0,0
LINC01950,0,0
EFNA5,0,1
FBXL17,0,3
LINC01023,0,0
FER,0,0
LOC285638,0,0
PJA2,0,10
MAN2A1,0,11
LINC01848,0,0
TMEM232,0,0
SLC25A46,0,5
TSLP,0,0
WDR36,0,2
CAMK4,0,1
STARD4,1,29
STARD4-AS1,0,3
NREP,0,97
NREP-AS1,0,0
EPB41L4A,0,0
EPB41L4A-AS1,1,16
SNORA13,0,0
LOC101927023,0,0
EPB41L4A-DT,0,0
LINC02200,0,0
LOC102467216,0,0
APC,0,3
SRP19,5,26
REEP5,5,53
DCP2,0,3
MCC,0,6
TSSK1B,0,0
YTHDC2,0,4
KCNN2,0,0
LOC101927078,0,0
LINC01957,0,0
TRIM36,0,0
PGGT1B,0,5
CCDC112,0,2
FEM1C,0,5
TMED7-TICAM2,0,0
TICAM2,0,0
LOC101927100,0,0
TMED7,1,16
LOC102467217,0,0
CDO1,0,0
ATG12,1,9
AP3S1,1,22
LINCADL,0,0
LVRN,0,0
ARL14EPL,0,0
COMMD10,0,2
MIR12130,0,0
LOC101927190,0,0
SEMA6A,0,1
SEMA6A-AS1,0,0
SEMA6A-AS2,0,0
LINC02214,0,0
LINC00992,0,0
LINC02147,0,0
LINC02148,0,0
LINC02208,0,0
LINC02215,0,0
DTWD2,0,0
LOC105379143,0,0
DMXL1,0,1
MIR5706,0,0
TNFAIP8,0,4
HSD17B4,0,1
FAM170A,0,0
PRR16,0,1
LOC102467226,0,0
FTMT,0,0
SRFBP1,0,4
LOX,1,109
ZNF474,0,0
LOC100505841,0,0
SNCAIP,0,0
MGC32805,0,0
LOC101927357,0,0
LINC02201,0,0
SNX2,2,10
SNX24,0,5
PPIC,2,124
LOC105379152,0,0
PRDM6,0,0
CEP120,0,1
CSNK1G3,0,7
LINC01170,0,0
ZNF608,0,1
LOC101927421,0,0
LINC02240,0,0
LINC02039,0,0
LOC101927488,0,0
GRAMD2B,7,13
ALDH7A1,0,3
PHAX,0,5
TEX43,0,0
LMNB1-DT,0,0
LMNB1,0,1
MARCHF3,0,1
C5orf63,0,0
MEGF10,0,0
PRRC1,0,11
CTXN3,0,0
CCDC192,0,0
LINC01184,0,5
SLC12A2,0,7
FBN2,1,11
SLC27A6,0,0
ISOC1,1,0
MIR4633,0,0
MIR4460,0,0
ADAMTS19-AS1,0,0
ADAMTS19,0,0
MINAR2,0,0
CHSY3,0,2
HINT1,10,275
LYRM7,0,2
CDC42SE2,0,0
RAPGEF6,0,3
FNIP1,0,7
MEIKIN,0,0
ACSL6,0,0
IL3,0,0
CSF2,0,0
P4HA2-AS1,0,0
P4HA2,0,20
MIR6830,0,0
PDLIM4,2,48
SLC22A4,0,1
MIR3936HG,0,0
MIR3936,0,0
SLC22A5,0,0
IRF1-AS1,0,0
IRF1,0,1
IL5,0,0
RAD50,0,3
TH2LCRR,0,0
IL13,0,0
IL4,0,0
LOC105379176,0,0
KIF3A,0,4
CCNI2,0,0
SEPTIN8,0,2
SOWAHA,0,0
SHROOM1,0,2
GDF9,0,0
UQCRQ,5,98
LEAP2,0,1
AFF4,0,5
ZCCHC10,0,3
HSPA4,0,11
FSTL4,0,0
MIR1289-2,0,0
WSPAR,0,0
C5orf15,0,16
LOC105379183,0,0
VDAC1,2,39
TCF7,0,0
SKP1,8,116
PPP2CA,2,11
MIR3661,0,0
CDKL3,0,0
UBE2B,4,43
CDKN2AIPNL,1,2
LOC102546229,0,0
LINC01843,0,0
JADE2,0,0
SAR1B,0,18
SEC24A,0,6
CAMLG,2,16
DDX46,0,9
C5orf24,5,13
TXNDC15,1,10
PCBD2,0,2
CATSPER3,0,0
PITX1,0,2
C5orf66,0,0
C5orf66-AS1,0,0
C5orf66-AS2,0,0
MACROH2A1,0,16
DCANP1,0,0
TIFAB,0,0
NEUROG1,0,0
CXCL14,0,4
SLC25A48,0,0
SLC25A48-AS1,0,0
MIR5692C1,0,0
LOC107986453,0,0
IL9,0,0
FBXL21P,0,0
LECT2,0,0
TGFBI,0,15
VTRNA2-1,0,0
SMAD5-AS1,0,2
SMAD5,0,11
SMIM32,0,0
TRPC7,0,0
TRPC7-AS2,0,0
SPOCK1,0,25
LOC105379192,0,0
KLHL3,0,0
MIR874,0,0
HNRNPA0,1,16
NPY6R,0,0
MYOT,0,0
PKD2L2,0,0
FAM13B,0,4
LOC100130172,0,0
WNT8A,0,0
NME5,0,3
BRD8,0,1
KIF20A,0,0
CDC23,0,3
GFRA3,0,0
CDC25C,0,0
LOC100128966,0,0
FAM53C,0,4
KDM3B,0,2
REEP2,0,0
EGR1,0,1
ETF1,1,10
HSPA9,0,17
SNORD63B,0,0
SNORD63,0,0
LOC105379194,0,0
CTNNA1,1,6
LRRTM2,0,0
SIL1,1,34
MATR3,0,25
SNHG4,0,0
SNORA74D,0,0
SNORA74A,0,0
PAIP2,2,16
SLC23A1,0,0
MZB1,0,0
PROB1,0,0
SPATA24,0,0
DNAJC18,0,2
ECSCR,0,0
SMIM33,0,0
STING1,1,0
UBE2D2,1,29
CXXC5,0,15
CXXC5-AS1,0,0
PSD2-AS1,0,0
PSD2,0,0
NRG2,0,0
MALINC1,0,0
PURA,0,12
IGIP,0,0
LOC101929719,0,0
CYSTM1,1,15
PFDN1,0,18
HBEGF,0,4
SLC4A9,0,0
ANKHD1,0,0
ANKHD1-EIF4EBP3,0,0
EIF4EBP3,0,0
SRA1,3,26
APBB3,0,0
MIR6831,0,0
SLC35A4,0,6
CD14,0,0
TMCO6,0,0
NDUFA2,2,44
IK,1,9
MIR3655,0,0
WDR55,0,1
DND1,0,1
HARS1,0,6
HARS2,0,2
ZMAT2,1,16
VTRNA1-1,0,0
VTRNA1-2,0,0
VTRNA1-3,0,0
PCDHA1,0,0
PCDHA2,0,0
PCDHA3,0,0
PCDHA4,0,0
PCDHA5,0,0
PCDHA6,0,0
PCDHA7,0,0
PCDHA8,0,0
PCDHA9,0,0
PCDHA10,0,0
PCDHA11,0,0
LOC112267934,0,0
PCDHA12,0,7
PCDHA13,0,0
PCDHAC1,0,0
PCDHAC2,0,0
LOC101926905,0,0
PCDHB1,0,0
PCDHB2,0,1
PCDHB3,0,0
PCDHB4,0,0
PCDHB5,0,0
PCDHB6,0,0
PCDHB17P,0,0
PCDHB7,0,0
PCDHB8,0,0
PCDHB16,0,0
PCDHB9,0,0
PCDHB10,0,0
PCDHB11,0,0
PCDHB12,0,0
PCDHB13,0,0
PCDHB14,0,0
PCDHB18P,0,0
PCDHB19P,0,0
PCDHB15,0,0
SLC25A2,0,0
TAF7,0,9
PCDHGA1,0,0
PCDHGA2,0,0
PCDHGA3,0,0
PCDHGB1,0,0
PCDHGA4,0,0
PCDHGB2,0,0
PCDHGA5,0,0
PCDHGB3,0,0
PCDHGA6,0,0
PCDHGA7,0,0
PCDHGB4,0,0
PCDHGA8,0,0
PCDHGB5,0,0
PCDHGA9,0,0
PCDHGB6,0,0
PCDHGA10,0,0
PCDHGB7,0,0
PCDHGA11,0,0
PCDHGB8P,0,0
PCDHGA12,0,0
PCDHGC3,0,0
PCDHGC4,0,0
PCDHGC5,0,0
DIAPH1,0,4
DIAPH1-AS1,0,0
HDAC3,2,2
RELL2,0,1
FCHSD1,0,1
ARAP3,0,1
PCDH1,0,0
LOC729080,0,0
DELE1,0,4
PCDH12,0,0
RNF14,0,9
GNPDA1,0,8
NDFIP1,2,17
SPRY4,0,2
SPRY4-IT1,0,0
SPRY4-AS1,0,0
FGF1,0,2
LINC01844,0,0
ARHGAP26,0,1
ARHGAP26-AS1,0,0
ARHGAP26-IT1,0,0
NR3C1,0,4
MIR5197,0,0
HMHB1,0,0
YIPF5,1,27
KCTD16,0,1
PRELID2,0,0
GRXCR2,0,0
SH3RF2,0,0
PLAC8L1,0,0
LARS1,1,11
RBM27,1,3
POU4F3,0,0
TCERG1,0,4
GPR151,0,0
PPP2R2B,0,0
PPP2R2B-IT1,0,0
STK32A-AS1,0,0
STK32A,0,0
DPYSL3,0,28
JAKMIP2-AS1,0,0
JAKMIP2,0,0
SPINK1,0,0
SCGB3A2,0,0
C5orf46,1,8
SPINK5,0,0
SPINK14,0,0
SPINK6,0,0
MARCOL,0,0
LOC102546294,0,0
SPINK13,0,0
SPINK7,0,0
SPINK9,0,0
FBXO38,0,3
HTR4,0,0
ADRB2,0,0
SH3TC2,0,0
MIR584,0,0
SH3TC2-DT,0,0
ABLIM3,0,0
AFAP1L1,0,1
GRPEL2,0,2
GRPEL2-AS1,0,0
PCYOX1L,0,3
IL17B,0,1
CARMN,0,1
MIR143,0,0
MIR145,0,0
CSNK1A1,3,41
ARHGEF37,0,1
PPARGC1B,0,0
MIR378A,0,0
PDE6A,0,0
LOC644762,0,0
SLC26A2,0,29
TIGD6,0,0
HMGXB3,0,17
CSF1R,0,0
PDGFRB,0,17
CDX1,0,0
SLC6A7,0,0
CAMK2A,0,0
ARSI,0,2
TCOF1,0,1
CD74,0,0
RPS14,21,363
NDST1-AS1,0,0
NDST1,1,11
SYNPO,0,4
MYOZ3,0,0
RBM22,0,4
DCTN4,0,7
SMIM3,0,15
IRGM,0,0
ZNF300,0,0
ZNF300P1,0,0
GPX3,0,1
TNIP1,0,3
ANXA6,1,12
CCDC69,0,0
LOC105378230,0,0
GM2A,1,3
SLC36A3,0,0
SLC36A2,0,0
SLC36A1,0,0
FAT2,0,0
MIR6499,0,0
SPARC,27,534
CLMAT3,0,0
ATOX1,5,83
LOC100652758,0,2
G3BP1,0,21
GLRA1,0,0
LINC01933,0,0
NMUR2,0,0
LINC01470,0,0
GRIA1,0,0
LINC01861,0,0
FAM114A2,0,4
MFAP3,0,2
GALNT10,0,5
MIR1294,0,0
SAP30L-AS1,0,0
SAP30L,0,3
HAND1,0,0
MIR3141,0,0
LARP1,1,11
MIR1303,0,0
FAXDC2,0,0
MIR378H,0,0
CNOT8,1,6
GEMIN5,0,1
MRPL22,3,22
KIF4B,0,0
SGCD,0,0
PPP1R2B,0,0
TIMD4,0,0
HAVCR1,0,0
HAVCR2,0,0
MED7,0,6
FAM71B,0,0
ITK,0,0
CYFIP2,0,3
FNDC9,0,0
LOC102724404,0,0
NIPAL4,0,4
ADAM19,0,10
SOX30,0,0
C5orf52,0,0
THG1L,0,2
LSM11,0,1
CLINT1,0,14
LINC02227,0,0
EBF1,0,0
LINC02202,0,0
RNF145,0,9
LINC01932,0,0
UBLCP1,1,12
IL12B,0,0
LOC285626,0,0
LINC01845,0,0
LINC01847,0,0
ADRA1B,0,0
TTC1,3,12
PWWP2A,0,1
FABP6,0,0
CCNJL,0,0
C1QTNF2,0,1
ZBED8,0,0
SLU7,1,3
PTTG1,0,3
MIR3142HG,0,0
MIR3142,0,0
MIR146A,0,0
ATP10B,0,0
LINC02159,0,0
GABRB2,0,0
GABRA6,0,0
GABRA1,0,0
LINC01202,0,0
GABRG2,0,0
CCNG1,1,19
NUDCD2,0,23
HMMR,0,1
HMMR-AS1,0,0
MAT2B,0,5
LINC02143,0,0
LOC102546299,0,0
LINC01947,0,0
TENM2,0,6
LOC101927908,0,0
MIR12125,0,0
CTB-178M22.2,0,0
WWC1,0,0
RARS1,1,14
FBLL1,0,2
PANK3,0,5
MIR103A1,0,0
MIR103B1,0,0
SLIT3,0,3
LOC101927969,0,0
MIR218-2,0,0
LOC728095,0,0
MIR585,0,0
SPDL1,0,3
DOCK2,0,1
INSYN2B,0,0
MIR378E,0,0
FOXI1,0,0
LINC01187,0,0
C5orf58,0,0
LCP2,0,0
LOC100128059,0,0
LINC01366,0,0
KCNIP1,0,0
KCNMB1,0,0
KCNIP1-OT1,0,0
KCNIP1-AS1,0,0
GABRP,0,0
RANBP17,0,0
TLX3,0,0
SNORA70J,0,0
MIR3912,0,0
NPM1,11,105
FGF18,0,1
SMIM23,0,0
FBXW11,1,4
STK10,0,0
EFCAB9,0,0
UBTD2,0,2
LOC100288254,0,0
SH3PXD2B,1,5
LINC01944,0,0
NEURL1B,0,0
MIR5003,0,0
LOC101928093,0,0
DUSP1,2,30
ERGIC1,1,15
MIR10523,0,0
LOC100268168,0,0
RPL26L1,1,24
ATP6V0E1,11,150
SNORA74B,0,0
CREBRF,0,2
BNIP1,1,2
NKX2-5,0,0
MIR12118,0,0
STC2,1,90
MIR8056,0,0
LOC285593,0,0
BOD1,0,12
LINC01942,0,0
LINC01484,0,0
LINC01485,0,0
CPEB4,0,8
C5orf47,0,0
NSG2,0,0
LINC01411,0,0
MSX2,0,2
MIR4634,0,0
LINC01951,0,0
DRD1,0,0
SFXN1,0,4
HRH2,0,1
CPLX2,0,0
THOC3,0,1
LOC100996385,0,0
FAM153B,0,0
LOC100507387,0,0
LOC643201,0,0
SIMC1,0,0
KIAA1191,0,5
ARL10,0,3
MIR1271,0,0
NOP16,1,5
HIGD2A,3,34
CLTB,3,63
FAF2,0,6
RNF44,1,2
CDHR2,0,0
GPRIN1,0,0
SNCB,0,0
MIR4281,0,0
EIF4E1B,0,0
TSPAN17,0,0
LINC01574,0,0
UNC5A,0,0
HK3,0,0
UIMC1,1,1
ZNF346,0,0
FGFR4,0,0
NSD1,0,4
RAB24,0,22
PRELID1,5,48
MXD3,0,0
LMAN2,2,31
RGS14,1,0
SLC34A1,0,0
PFN3,0,0
F12,0,1
GRK6,0,3
PRR7-AS1,0,0
PRR7,0,2
DBN1,1,10
PDLIM7,2,77
DOK3,0,1
DDX41,0,5
FAM193B,0,3
TMED9,7,108
B4GALT7,1,13
LOC202181,0,0
FAM153A,0,0
LOC105377752,0,0
LOC728554,0,7
LOC100128340,0,0
PROP1,0,0
FAM153CP,0,0
N4BP3,0,0
RMND5B,0,3
NHP2,0,29
GMCL2,0,0
HNRNPAB,0,21
PHYKPL,0,3
COL23A1,0,0
CLK4,0,1
ZNF354A,0,3
AACSP1,0,0
ZNF354B,0,0
ZFP2,0,0
ZNF454,0,0
GRM6,0,0
ZNF879,0,0
ZNF354C,0,0
ADAMTS2,0,3
C5orf60,0,0
RUFY1,0,2
LOC101928445,0,0
HNRNPH1,0,59
LOC105377763,0,0
CBY3,0,0
CANX,0,46
MAML1,0,0
LTC4S,0,0
MGAT4B,1,41
MIR1229,0,0
SQSTM1,1,70
MRNIP,0,2
LOC100996419,0,1
TBC1D9B,0,2
RNF130,0,3
MIR340,0,0
RASGEF1C,0,0
MAPK9,2,4
GFPT2,0,6
CNOT6,0,2
SCGB3A1,0,0
FLT4,0,0
LINC02222,0,0
OR2Y1,0,0
MGAT1,0,8
HEIH,0,0
LINC00847,0,0
ZFP62,0,1
BTNL8,0,0
BTNL3,0,0
BTNL9,0,0
MIR8089,0,0
OR2V1,0,0
OR2V2,0,0
LINC01962,0,0
TRIM7,0,0
MIR4638,0,0
TRIM41,0,2
RACK1,15,168
SNORD96A,0,0
SNORD95,0,0
CTC-338M12.4,0,0
TRIM52,0,2
TRIM52-AS1,0,3
LINC00266-3,0,0
LOC285766,0,0
DUSP22,0,2
IRF4,0,0
EXOC2,1,3
HUS1B,0,0
LOC101927691,0,0
LINC01622,0,0
FOXQ1,0,14
FOXF2,0,0
MIR6720,0,0
FOXCUT,0,0
FOXC1,1,0
GMDS,1,1
GMDS-DT,0,0
LINC01600,0,0
LINC02521,0,0
MYLK4,0,0
WRNIP1,0,1
SERPINB1,2,2
MIR4645,0,0
SERPINB9P1,0,0
LOC101927730,0,0
SERPINB9,0,4
SERPINB6,4,14
LINC01011,0,0
NQO2,0,5
HTATSF1P2,0,0
LOC101927759,0,0
RIPK1,0,2
BPHL,0,0
TUBB2A,3,22
LINC02525,0,0
TUBB2B,1,0
LOC100422781,0,0
PSMG4,0,13
SLC22A23,0,0
LOC643327,0,0
PXDC1,2,25
FAM50B,0,0
PRPF4B,0,4
FAM217A,0,0
C6orf201,0,0
ECI2,2,8
ECI2-DT,0,0
LOC102724096,0,0
LINC02533,0,0
KU-MEL-3,0,0
CDYL,0,4
RPP40,0,0
LYRM4-AS1,0,0
LYRM4,1,9
PPP1R3G,0,0
MIR3691,0,0
FARS2,0,0
LOC101927972,0,0
LOC101927950,0,0
NRN1,0,0
F13A1,0,0
MIR7853,0,0
MIR5683,0,0
LY86-AS1,0,0
LY86,0,0
RREB1,0,6
SSR1,0,40
CAGE1,0,0
RIOK1,1,3
DSP,0,43
SNRNP48,0,0
BMP6,3,1
BLOC1S5-TXNDC5,0,0
TXNDC5,0,0
PIP5K1P1,0,0
BLOC1S5,0,0
EEF1E1-BLOC1S5,0,0
EEF1E1,0,17
SCARNA27,0,0
SLC35B3,0,11
LOC100506207,0,0
HULC,0,0
TFAP2A,0,1
TFAP2A-AS2,0,0
TFAP2A-AS1,0,1
LINC00518,0,0
MIR5689HG,0,0
MIR5689,0,0
GCNT2,0,0
C6orf52,0,1
PAK1IP1,0,6
TMEM14C,5,52
TMEM14B,0,16
MAK,0,0
GCM2,0,0
SYCP2L,0,0
LOC101928191,0,0
ELOVL2,0,0
ELOVL2-AS1,0,0
SMIM13,0,8
ERVFRD-1,0,0
NEDD9,0,14
TMEM170B,0,1
ADTRP,0,0
LOC101928253,0,0
HIVEP1,0,2
EDN1,1,2
LINC02530,0,0
PHACTR1,0,1
TBC1D7-LOC100130357,0,0
LOC100130357,0,0
TBC1D7,0,0
GFOD1,0,0
SIRT5,0,0
NOL7,4,22
RANBP9,0,3
MCUR1,0,5
RNF182,0,1
CD83,0,0
LINC01108,0,0
JARID2,0,0
JARID2-AS1,0,0
DTNBP1,0,2
MYLIP,0,0
MIR4639,0,0
GMPR,0,1
ATXN1,0,6
ATXN1-AS1,0,0
STMND1,0,0
RBM24,0,1
CAP2,2,6
LOC101928491,0,0
FAM8A1,0,4
NUP153,0,0
LOC105374952,0,0
KIF13A,0,0
NHLRC1,0,0
TPMT,1,2
KDM1B,0,0
DEK,0,8
RNF144B,0,0
MIR548A1HG,0,0
MIR548A1,0,0
LOC101928519,0,0
LOC105374960,0,0
LOC100506885,0,0
ID4,0,0
MBOAT1,0,0
E2F3,0,0
CDKAL1,0,1
LINC00581,0,0
SOX4,0,28
CASC15,0,0
NBAT1,0,0
PRL,0,0
HDGFL1,0,0
LOC105374972,0,0
NRSN1,0,0
DCDC2,0,1
KAAG1,0,0
MRS2,1,2
GPLD1,0,0
ALDH5A1,0,0
KIAA0319,0,0
TDP2,0,4
ACOT13,2,14
C6orf62,0,15
GMNN,0,3
ARMH2,0,0
RIPOR2,0,0
CMAHP,0,0
LOC101928663,0,0
CARMIL1,0,3
SCGN,0,0
H2AC1,0,0
H2BC1,0,0
H2AC2P,0,0
SLC17A4,0,0
SLC17A1,0,0
SLC17A3,0,0
SLC17A2,0,0
TRIM38,0,4
H1-1,0,0
H3C1,0,0
H4C1,0,0
H4C2,0,0
H3C2,0,0
H2AC4,0,0
H2BC3,0,0
H3C3,0,0
H1-2,4,36
LOC108783645,0,1
HFE,0,0
H4C3,0,3
H1-6,0,0
H2BC4,0,0
H2AC6,0,2
H1-4,0,0
H2BC5,0,1
H2BC6,0,0
H4C4,0,0
H3C4,0,0
H2AC7,0,0
H2BC7,0,0
H4C5,0,0
H2BC8,0,0
H2AC8,0,0
H3C6,0,0
H1-3,0,0
H4C6,0,0
H4C7,0,0
H3C7,0,0
H2BC9,0,0
H3C8,0,0
H2BC10,0,0
H4C8,0,0
BTN3A2,0,1
BTN2A2,0,1
BTN3A1,0,1
BTN2A3P,0,0
BTN3A3,0,0
BTN2A1,0,3
LOC285819,0,0
BTN1A1,0,0
HCG11,0,2
HMGN4,1,2
LOC105374988,0,0
ABT1,0,1
ZNF322,0,3
GUSBP2,0,0
LINC00240,0,0
LOC100270746,0,0
H2BC11,0,0
H2AC11,0,0
H2BC12,5,37
H4C9,0,0
H2AC12,0,0
MIR3143,0,0
PRSS16,0,0
POM121L2,0,0
VN1R10P,0,0
ZNF204P,0,1
ZNF391,0,0
ZNF184,0,1
LINC01012,0,0
LOC100131289,0,0
H2BC13,0,0
H2AC13,0,0
H3C10,0,0
H2AC14,0,0
H2BC14,0,0
H4C11,0,0
H4C12,0,0
H2AC15,0,0
H2BC15,0,0
H2AC16,0,0
H1-5,0,0
H3C11,0,0
H4C13,0,0
H3C12,0,0
H2AC17,0,0
H2BC17,0,0
OR2B2,0,0
OR2B6,0,0
OR1F12,0,0
ZNF165,0,0
ZSCAN12P1,0,0
ZSCAN16-AS1,1,4
ZSCAN16,0,0
ZKSCAN8,0,1
ZNF192P1,0,0
TOB2P1,0,0
ZSCAN9,0,0
ZKSCAN4,0,0
NKAPL,0,0
ZSCAN26,0,0
PGBD1,0,0
ZSCAN31,0,0
ZKSCAN3,0,0
ZSCAN12,0,0
ZSCAN23,0,0
GPX6,0,0
GPX5,0,0
ZBED9,0,0
LINC00533,0,0
LINC01623,0,0
HCG14,0,0
TRIM27,0,6
LINC01556,0,0
HCG15,0,1
ZNF311,0,0
LOC100129636,0,0
OR2W1,0,0
OR2B3,0,0
OR2J1,0,0
OR2J3,0,0
